gppd_idnr,name,country,country_long,latitude,longitude,
WRI1025062,Zicavo,FRA,France,41.8845,9.167,
WRI1025055,Zonza,FRA,France,41.7213,9.2666,
WRI1024114,Échalot,FRA,France,47.6073,4.8348,
WRI1024490,Écly,FRA,France,49.5543,4.287,
WRI1024187,Éguilly-sous-Bois,FRA,France,48.1391,4.538,
WRI1025783,Éloyes,FRA,France,48.093,6.62,
WRI1024076,Épehy,FRA,France,50.0062,3.1329,
WRI1024986,Épense,FRA,France,48.9745,4.8313,
WRI1024859,Épierre,FRA,France,45.4523,6.3254,
WRI1025648,Épinal,FRA,France,48.163,6.4795,
WRI1023936,Épizon,FRA,France,48.3735,5.3222,
WRI1024390,Érize-Saint-Dizier,FRA,France,48.8107,5.2833,
WRI1024526,Érize-la-Brûlée,FRA,France,48.8467,5.2753,
WRI1024293,Érize-la-Petite,FRA,France,48.9145,5.2374,
WRI1024056,Étalante,FRA,France,47.6291,4.7664,
WRI1025256,Étampes,FRA,France,48.4218,2.1378,
WRI1025460,Éteignières,FRA,France,49.8907,4.4031,
WRI1025731,Étréville,FRA,France,49.38,0.6558,
WRI1025352,Évaux-les-Bains,FRA,France,46.1691,2.4987,
WRI1023510,Dégrad des Cannes,GUF,French Guiana,4.8632,-52.2756,
WRI1023509,Dégrad des Cannes,GUF,French Guiana,4.8626,-52.2748,
WRI1023512,Kourou,GUF,French Guiana,5.1636,-52.6702,
WRI1023511,Kourou,GUF,French Guiana,5.1636,-52.6702,
WRI1022129,Petit Saut,GUF,French Guiana,5.0627,-53.0476,
WKS0065694,Toucan,GUF,French Guiana,4.8937,-52.5007,
WRI1023072,Kinguele,GAB,Gabon,0.455,10.281,
WRI1023073,Owendo,GAB,Gabon,0.3433,9.4784,
WRI1023074,Port-Gentil,GAB,Gabon,-0.7539,8.7536,
WRI1023075,Poubara,GAB,Gabon,-1.7733,13.552,
WRI1023076,Rabi,GAB,Gabon,-1.9,9.4833,
WRI1023077,Tchimbele,GAB,Gabon,0.621,10.407,
WRI1023192,Banjul,GMB,Gambia,13.4689,-16.6241,
WRI1023193,Kotu,GMB,Gambia,13.4542,-16.6961,
GEODB0041920,Atshesi (Atsi) Hydroelectric Power Plant Georgia,GEO,Georgia,41.5841,41.8903,
GEODB0041916,Chitakhevi Hydroelectric Power Plant Georgia,GEO,Georgia,41.7914,43.302,
GEODB0043014,Dzevrula (Tkibuki-II) Hydroelectric Power Plants Georgia,GEO,Georgia,42.2629,42.9582,
GEODB0041900,Gardabani (Tbilisi) Thermal Power Plant Georgia,GEO,Georgia,41.4728,45.0635,
GEODB0041912,Gardabani OCGT Power Plant Georgia,GEO,Georgia,41.4797,45.0667,
GEODB0041904,Gumati I and II Hydroelectric Power Plants Georgia,GEO,Georgia,42.3202,42.704,
GEODB0003667,Inguri (Enguri) Dam Hydroelectric Power Station Georgia,GEO,Georgia,42.7584,42.0309,
GEODB0041908,Khrami I Hydroelectric Power Plant Georgia,GEO,Georgia,41.5489,44.1235,
GEODB0041922,Khrami II Hydroelectric Power Plant Georgia,GEO,Georgia,41.5461,44.1277,
GEODB0041903,Lajanuri Hydroelectric Power Plant Georgia,GEO,Georgia,42.589,42.8519,
GEODB0041901,Mtkvari Thermal Power Plant Georgia,GEO,Georgia,41.4698,45.061,
GEODB0041915,Ortachala Hydroelectric Power Plant Georgia,GEO,Georgia,41.6831,44.8266,
GEODB0041906,Rioni Hydroelectric Power Plant Georgia,GEO,Georgia,42.2006,42.7258,
GEODB0041921,Satskhenisi Hydroelectric Power Plant Georgia,GEO,Georgia,41.7048,44.9328,
GEODB0041907,Shaori Hydroelectric Power Plants Georgia,GEO,Georgia,42.3637,43.0034,
GEODB0041910,Vardnili I Hydroelectric Power Plant Georgia,GEO,Georgia,42.6524,41.7619,
GEODB0041913,Vartsikhe Cascade Hydroelectric Power Plants Georgia,GEO,Georgia,42.1545,42.7088,
GEODB0041917,Zahesi Hydroelectric Power Plant Georgia,GEO,Georgia,41.8226,44.76,
GEODB0041914,Zhinvali Hydroelectric Power Plant Georgia,GEO,Georgia,42.1349,44.7721,
WRI1005572,ADS-Anlage,DEU,Germany,50.0918,8.5311,
WRI1005573,AHKW Neunkirchen,DEU,Germany,49.3386,7.17,
WRI1005577,AMK - Abfallentsorgungsgesellschaft des Märkischen Kreises mbH,DEU,Germany,51.3971,7.6967,
WRI1005580,AVA GmbH,DEU,Germany,48.4011,10.9356,
WRI1005581,AVA Velsen,DEU,Germany,49.2139,6.8345,
WRI1030319,Abensberg Solar Power Plant,DEU,Germany,48.8082,11.9373,
WRI1005571,Abfallentsorgungszentrum Asdonkshof,DEU,Germany,51.5224,6.5747,
WKS0060248,Abtsdorf,DEU,Germany,51.913,12.694,
WKS0063156,Achtrup,DEU,Germany,54.784,9.098,
WRI1030061,Ahlhorn Solar Power Plant,DEU,Germany,52.8886,8.2334,
WRI1030283,Ahorn Solar Power Plant,DEU,Germany,49.4594,9.5163,
WRI1005574,Ahrensfelde,DEU,Germany,52.5895,13.5587,
WRI1030343,Aidenbach Solar Power Plant,DEU,Germany,48.5727,13.0717,
WRI1030294,Albersreuth Solar Power Plant,DEU,Germany,49.2979,10.9331,
WRI1030247,Alitzheim Solar Power Plant,DEU,Germany,49.9294,10.3305,
WRI1030337,Allmanshofen Solar Power Plant,DEU,Germany,48.6148,10.8382,
WRI1030162,Allstedt Solar Power Plant,DEU,Germany,51.386,11.4476,
WRI1005737,Altbach power station,DEU,Germany,48.7176,9.3749,
WRI1030115,Altd�bern Solar Power Plant,DEU,Germany,51.647,14.002,
WKS0065869,Alte Kaserne,DEU,Germany,51.609,12.3167,
WKS0069422,Altenberg,DEU,Germany,50.76,13.773,
WRI1030190,Altenburg Flugplatz Solar Power Plant,DEU,Germany,50.9894,12.5103,
WRI1030191,Altenburg Kieswerk Solar Power Plant,DEU,Germany,50.9796,12.4985,
WKS0073643,Althegnenberg A,DEU,Germany,48.2297,11.0854,
WRI1005575,Altheim,DEU,Germany,51.5365,14.3829,
WRI1030169,Althen Solar Power Plant,DEU,Germany,51.3457,12.5171,
WRI1005576,Alzwerke GmbH,DEU,Germany,48.1769,12.8405,
WKS0066109,Amberg A1,DEU,Germany,48.086,10.7,
WRI1025899,Ammerland Solar Power Plant,DEU,Germany,53.1799,8.1601,
WRI1025864,Amrumbank West,DEU,Germany,54.5,7.7999,
WRI1030059,Angerm�nde Solar Power Plant,DEU,Germany,53.0008,13.9981,
WKS0066115,Angern A1,DEU,Germany,52.373,11.808,
WRI1030045,Anklam Solar Power Plant,DEU,Germany,53.8347,13.6657,
WRI1030122,Apfelborn Solar Power Plant,DEU,Germany,51.5923,11.5474,
WRI1030164,Artern Solar Power Plant,DEU,Germany,51.3606,11.3131,
WRI1030373,Aschheim Solar Power Plant,DEU,Germany,48.1862,11.714,
WRI1030350,Attenkirchen Solar Power Plant,DEU,Germany,48.5182,11.7475,
WKS0067996,Atzenhofen,DEU,Germany,49.2572,10.3812,
WRI1005578,Audorf,DEU,Germany,54.2907,9.7228,
WRI1005579,Aufkirchen,DEU,Germany,48.3067,11.8588,
WRI1030308,Aufroth Solar Power Plant,DEU,Germany,48.9614,12.5529,
WRI1025858,BARD Offshore 1,DEU,Germany,54.36,5.98,
WRI1005582,BEG,DEU,Germany,53.5478,8.6179,
WRI1005586,BHKW,DEU,Germany,49.0475,8.2816,
WRI1005588,BHKW H.120,DEU,Germany,51.2545,6.7865,
WRI1005589,BHKW Ludwigshafen,DEU,Germany,49.4531,8.4336,
WRI1005590,BHKW Obere Viehweide,DEU,Germany,48.5109,9.0715,
WRI1005587,BHKW an Klinkerweg,DEU,Germany,51.2169,6.9473,
WRI1005591,BHKW-Hauffstraße,DEU,Germany,48.4939,9.1856,
WRI1005604,BKF,DEU,Germany,50.1294,8.7679,
WRI1005607,BMHKW-BinderHolz,DEU,Germany,48.7912,11.5068,
WRI1005608,BMHKW-RE Recklinghausen,DEU,Germany,51.604,7.2508,
WRI1005609,BMK Lünen,DEU,Germany,51.614,7.4813,
WRI1005610,BMKW Bergkamen,DEU,Germany,51.637,7.6188,
WRI1005611,BMKW Flörsheim Wicker,DEU,Germany,50.0226,8.3772,
WRI1005612,BMKW Königs Wusterhausen,DEU,Germany,52.3048,13.636,
WRI1005613,BMKW Mannheim,DEU,Germany,49.5164,8.4602,
WRI1005617,BP Werk Lingen,DEU,Germany,52.5606,7.2952,
WRI1005621,BROKDORF,DEU,Germany,53.8506,9.345,
WKS0060374,Baar,DEU,Germany,48.579,11.004,
WRI1030333,Bachhagel Solar Power Plant,DEU,Germany,48.6281,10.3384,
WRI1030389,Bad Aibling Solar Power Plant,DEU,Germany,47.8798,11.9799,
WRI1030385,Bad D�rrheim Solar Power Plant,DEU,Germany,47.9933,8.6037,
WRI1030203,Bad Endbach Solar Power Plant,DEU,Germany,50.7606,8.5209,
WRI1030183,Bad Wildungen Solar Power Plant,DEU,Germany,51.1263,9.1506,
WRI1025869,Baltic 2,DEU,Germany,54.983,13.162,
WRI1030049,Bandenitz Solar Power Plant,DEU,Germany,53.4846,11.2834,
WRI1025888,Barderup Solar Power Plant,DEU,Germany,54.7112,9.4004,
WRI1030038,Barlt Solar Power Plant,DEU,Germany,54.0218,9.031,
WKS0062369,Barth - Industrial,DEU,Germany,54.374,12.702,
WRI1025909,Barth Solar Power Plant,DEU,Germany,54.3434,12.7152,
WRI1030279,Beerfelden Solar Power Plant,DEU,Germany,49.56,8.9561,
WKS0072974,Beerwalde,DEU,Germany,50.8814,12.2225,
WRI1030244,Beilingen Solar Power Plant,DEU,Germany,49.9496,6.6737,
WKS0060094,Berga,DEU,Germany,51.457,11.024,
WRI1005583,Bergheim,DEU,Germany,48.7508,11.2732,
WRI1005584,Bergkamen power station,DEU,Germany,51.637,7.6191,
WRI1030241,Bergrheinfeld - S&Z Solar Power Plant,DEU,Germany,49.9889,10.1566,
WRI1005950,Berlin-Moabit power station,DEU,Germany,52.5374,13.3461,
WRI1006022,Berlin-Reuter power station,DEU,Germany,52.5321,13.2461,
WRI1006024,Berlin-Reuter-West power station,DEU,Germany,52.5351,13.2426,
WKS0067462,Bernburg A,DEU,Germany,51.798,11.7716,
WRI1030105,Bernburg Solar Power Plant,DEU,Germany,51.7999,11.7142,
WRI1005585,Bertoldsheim,DEU,Germany,48.7359,11.0209,
WKS0071806,Beuna A,DEU,Germany,51.3102,11.957,
WRI1030301,Biederbach Solar Power Plant,DEU,Germany,49.2042,10.7331,
WKS0068322,Bienstädt,DEU,Germany,51.022,10.828,
WRI1005592,Bigge,DEU,Germany,51.0932,7.8627,
WRI1005593,Bio HKW Herbrechtingen,DEU,Germany,48.6285,10.2009,
WRI1005594,BioEnergie Park Klarsee,DEU,Germany,53.3,14.25,
WRI1005595,BioHKW I,DEU,Germany,48.397,9.9648,
WRI1006089,Biomass Generator #10,DEU,Germany,50.4978,11.6562,
WRI1006090,Biomass Generator #11,DEU,Germany,53.6183,10.2244,
WRI1006091,Biomass Generator #12,DEU,Germany,49.6552,8.3659,
WRI1006092,Biomass Generator #13,DEU,Germany,49.6552,8.3659,
WRI1006097,Biomass Generator #14,DEU,Germany,51.5439,7.4388,
WRI1006104,Biomass Generator #15,DEU,Germany,49.5154,9.3252,
WRI1006105,Biomass Generator #16,DEU,Germany,51.9201,11.8018,
WRI1006106,Biomass Generator #17,DEU,Germany,51.5152,12.3248,
WRI1006107,Biomass Generator #19,DEU,Germany,52.8515,13.7781,
WRI1006080,Biomass Generator #2,DEU,Germany,48.6283,10.2008,
WRI1006098,Biomass Generator #20,DEU,Germany,49.8587,7.8857,
WRI1006108,Biomass Generator #20,DEU,Germany,51.4662,13.5046,
WRI1006109,Biomass Generator #21,DEU,Germany,52.1827,14.2584,
WRI1006110,Biomass Generator #22,DEU,Germany,51.4901,10.4129,
WRI1006111,Biomass Generator #23,DEU,Germany,51.8554,6.8887,
WRI1006081,Biomass Generator #3,DEU,Germany,53.1511,12.3771,
WRI1006082,Biomass Generator #4,DEU,Germany,51.8848,8.9567,
WRI1006083,Biomass Generator #5,DEU,Germany,49.9713,8.0606,
WRI1006084,Biomass Generator #6,DEU,Germany,48.4933,11.1766,
WRI1006086,Biomass Generator #7,DEU,Germany,51.205,6.7085,
WRI1006087,Biomass Generator #8,DEU,Germany,50.7021,8.0732,
WRI1006088,Biomass Generator #9,DEU,Germany,49.0115,9.6718,
WRI1005596,Biomasse-Heizkraftwerk Malchin,DEU,Germany,53.7419,12.783,
WRI1005599,Biomasse-Verstromungs-Anlage,DEU,Germany,51.35,7.45,
WRI1005600,Biomasseheizkraftwerk Piesteritz,DEU,Germany,51.8712,12.6185,
WRI1005601,Biomasseheizkraftwerk Wiesbaden,DEU,Germany,50.0833,8.25,
WRI1005602,Biomassekraftwerk Bischofferode,DEU,Germany,51.4899,10.4131,
WKS0063300,Birkenhof,DEU,Germany,51.418,11.3962,
WRI1030222,Birkig Solar Power Plant,DEU,Germany,50.2897,11.1191,
WRI1030229,Bischwind Solar Power Plant,DEU,Germany,50.1632,10.8031,
WKS0060303,Bitburg,DEU,Germany,49.987,6.563,
WRI1005603,Bittenbrunn,DEU,Germany,48.7345,11.1438,
WKS0060317,Bitterfeld Microtech,DEU,Germany,51.619,12.287,
WRI1030118,Bitterfeld-Wolfen - GP Joule Solar Power Plant,DEU,Germany,51.6166,12.3076,
WRI1030087,Bitterfeld-Wolfen - Hinter dem Bahnhof Solar Power Plant,DEU,Germany,52.1123,13.0665,
WKS0068822,Bitterfeld-Wolfen F1,DEU,Germany,51.664,12.245,
WRI1005605,Bleiloch,DEU,Germany,50.5244,11.7144,
WKS0066111,Bliesdorf A1,DEU,Germany,52.7113,14.2122,
WRI1005606,Blockheizkraftwerk 1,DEU,Germany,49.9882,9.1558,
WRI1005614,BoA 2,DEU,Germany,51.0365,6.6133,
WKS0061264,Bochow,DEU,Germany,52.382,12.776,
WRI1005615,Bochum,DEU,Germany,51.4833,7.2167,
WKS0066190,Bodelsberg,DEU,Germany,47.6698,10.4116,
WRI1030228,Bogel Solar Power Plant,DEU,Germany,50.1886,7.8093,
WKS0072484,Boizenburg,DEU,Germany,53.3842,10.7687,
WKS0068810,Bollingstedt,DEU,Germany,54.598,9.453,
WKS0069389,Bolzhausen,DEU,Germany,49.596,10.038,
WKS0068344,Boms,DEU,Germany,47.9283,9.5207,
WRI1030027,Bordelum Solar Power Plant,DEU,Germany,54.6194,8.9337,
WRI1025854,Borkum Riffgrund I,DEU,Germany,53.9667,6.55,
WKS0061991,Borna,DEU,Germany,51.104,12.489,
WRI1030182,Borna Solar Power Plant,DEU,Germany,51.1284,12.4726,
WKS0072034,Bosbüll B,DEU,Germany,54.8152,8.8467,
WRI1030024,Bosb�ll Solar Power Plant,DEU,Germany,54.8125,8.8474,
WKS0074092,Boxberg,DEU,Germany,51.4132,14.5779,
WRI1005616,Boxberg power station,DEU,Germany,51.4163,14.5619,
WRI1030078,Brandenburg (Havel) Solar Power Plant,DEU,Germany,52.4037,12.5165,
WRI1030132,Braschwitz Solar Power Plant,DEU,Germany,51.5183,12.0639,
WRI1005618,Braunau-Simbach,DEU,Germany,48.0638,10.1284,
WRI1005619,Braunkohlekraftwerk Lippendorf,DEU,Germany,51.1821,12.3733,
WKS0061474,Breitenfeld I,DEU,Germany,51.404,12.361,
WRI1030202,Breitungen Solar Power Plant,DEU,Germany,50.7789,10.3287,
WRI1005676,Bremen-Farge power station,DEU,Germany,53.2021,8.5162,
WRI1030052,Brenz Solar Power Plant,DEU,Germany,53.3835,11.6402,
WRI1030077,Briest Solar Power Plant,DEU,Germany,52.4371,12.4529,
WRI1030243,Brimingen Solar Power Plant,DEU,Germany,49.97,6.3503,
WKS0062189,Britz,DEU,Germany,52.8584,13.7681,
WKS0068008,Brodswinden,DEU,Germany,49.2555,10.652,
WRI1030217,Brohltal Solar Power Plant,DEU,Germany,50.4265,7.2298,
WKS0061295,Bronkow,DEU,Germany,51.675,13.963,
WRI1005622,Brunsbüttel,DEU,Germany,53.8925,9.2011,
WKS0068323,Bubenreuth D1,DEU,Germany,49.638,11.022,
WKS0073634,Buchhausen A,DEU,Germany,48.8234,12.1685,
WKS0067753,Buchschwabach I,DEU,Germany,49.366,10.857,
WKS0063288,Buckendorf 1,DEU,Germany,50.012,11.2421,
WRI1005685,Buer power station,DEU,Germany,51.6028,7.0094,
WKS0067997,Burg,DEU,Germany,52.257,11.872,
WKS0061462,Burg Stargard,DEU,Germany,53.507,13.3198,
WRI1005623,Buschhaus power station,DEU,Germany,52.1724,10.9768,
WRI1030037,Busenwurth Solar Power Plant,DEU,Germany,54.0428,9.0315,
WRI1025870,Butendiek,DEU,Germany,55.019,7.774,
WRI1025868,Bürgerwindpark im Kirchspiel Medelby,DEU,Germany,54.7776,9.1334,
WKS0060364,Bürstadt,DEU,Germany,49.6472,8.4638,
WRI1030042,B�ttel Solar Power Plant,DEU,Germany,53.9145,9.2263,
WKS0067738,Cahnsdorf I,DEU,Germany,51.867,13.775,
WKS0069648,Cahnsdorf III,DEU,Germany,51.855,13.775,
WRI1030091,Calbe 2 Solar Power Plant,DEU,Germany,51.9267,11.8042,
WKS0066120,Calvörde,DEU,Germany,52.3997,11.3087,
WRI1030080,Calv�rde Solar Power Plant,DEU,Germany,52.3847,11.3071,
WKS0072073,Cammin,DEU,Germany,54.023,12.421,
WRI1030302,Chamerau Solar Power Plant,DEU,Germany,49.2032,12.736,
WRI1005624,Charlottenburg,DEU,Germany,52.5219,13.3111,
WRI1075564,Chemiepark Marl power station,DEU,Germany,51.6846,7.1,
WKS0065376,Chemnitz,DEU,Germany,50.8073,12.9209,
WRI1005777,Chemnitz Nord power station,DEU,Germany,50.857,12.9231,
WKS0073670,Chörau A,DEU,Germany,51.8098,12.1207,
WRI1030033,Cismar Solar Power Plant,DEU,Germany,54.1976,10.9522,
WRI1005625,Co-Generation,DEU,Germany,49.6633,8.3589,
WRI1006094,Coal Plant #1,DEU,Germany,51.0489,12.1104,
WRI1006096,Coal Plant #2,DEU,Germany,48.5272,8.0868,
WRI1030225,Coburg Solar Power Plant,DEU,Germany,50.2133,11.066,
WRI1005800,Cologne-Merkenich power station,DEU,Germany,51.0178,6.9643,
WKS0066092,Coswig,DEU,Germany,51.8899,12.441,
WRI1005779,Cottbus CHP power station,DEU,Germany,51.7602,14.37,
WRI1030106,Cottbus Solar Power Plant,DEU,Germany,51.7589,14.3668,
WRI1025904,Cottbus-Drewitz Solar Power Plant,DEU,Germany,51.8917,14.5305,
WKS0073635,Cronheim A,DEU,Germany,49.0942,10.681,
WRI1030304,Cronheim Solar Power Plant,DEU,Germany,49.0937,10.6776,
WRI1005633,DK Kraftwerk,DEU,Germany,51.4191,6.7385,
WRI1005634,DKW Leinau,DEU,Germany,47.9125,10.6117,
WRI1005635,DKW Nord,DEU,Germany,48.0627,10.4866,
WRI1005640,DT,DEU,Germany,51.2228,6.8137,
WRI1005626,Dampfkraftwerk BGH - O1,DEU,Germany,48.1835,12.8531,
WRI1005627,Dampfturbinenanlage der EBS-Kessel,DEU,Germany,51.8026,11.7515,
WRI1030388,Darast Nord Solar Power Plant,DEU,Germany,47.9185,10.2164,
WRI1030054,Dedelow Solar Power Plant,DEU,Germany,53.3562,13.786,
WRI1030215,Deesen Solar Power Plant,DEU,Germany,50.5153,7.6997,
WRI1030335,Deisenhofen Solar Power Plant,DEU,Germany,48.6221,10.5402,
WRI1030133,Delitzsch - Fabrikstra�e Solar Power Plant,DEU,Germany,51.5165,12.3269,
WRI1030134,Delitzsch - Ziehwerk Solar Power Plant,DEU,Germany,51.5154,12.3528,
WRI1025879,Delitzsch Solar Power Plant,DEU,Germany,51.509,12.2893,
WRI1005628,Dessau,DEU,Germany,47.7393,10.8257,
WKS0062344,Dessau,DEU,Germany,51.836,12.1989,
WRI1005878,Dessau power station,DEU,Germany,51.8269,12.23,
WKS0067743,Dettenhofen 2,DEU,Germany,47.975,11.042,
WRI1005629,Dettingen,DEU,Germany,48.5275,9.3488,
WRI1005630,Detzem,DEU,Germany,49.8109,6.8439,
WRI1005631,Deuben power station,DEU,Germany,51.1119,12.0762,
WKS0063346,Dietlas Werke,DEU,Germany,50.8145,10.0881,
WKS0067726,Dießen am Ammersee A,DEU,Germany,47.9727,11.03,
WRI1005632,Dingolfing,DEU,Germany,48.634,12.4837,
WRI1030307,Dinkelsb�hl Solar Power Plant,DEU,Germany,49.0505,10.3073,
WKS0069816,Dissenchen A,DEU,Germany,51.7553,14.395,
WRI1030273,Dittwar Solar Power Plant,DEU,Germany,49.5806,9.6518,
WKS0069864,Divitz,DEU,Germany,54.341,12.706,
WKS0061992,Dobenreuth,DEU,Germany,49.6966,11.1372,
WKS0069456,Domsühl A,DEU,Germany,53.464,11.799,
WRI1005636,Dormagen,DEU,Germany,51.0791,6.8287,
WRI1005637,Dornau,DEU,Germany,47.8002,10.9026,
WRI1005638,Dortmund,DEU,Germany,51.5197,7.477,
WRI1005639,Dow Stade,DEU,Germany,53.6519,9.5079,
WKS0069419,Drechow,DEU,Germany,54.139,12.811,
WKS0061266,Dreieich,DEU,Germany,50.023,8.643,
WRI1030207,Driedorf Solar Power Plant,DEU,Germany,50.6473,8.1834,
WKS0069418,Drochtersen G1,DEU,Germany,53.684,9.362,
WRI1005641,Duisburg Hamborn,DEU,Germany,51.491,6.7275,
WRI1005642,Duisburg Ruhrort,DEU,Germany,51.4597,6.7306,
WKS0060339,Dürbheim,DEU,Germany,48.072,8.797,
WRI1030119,D�bern Solar Power Plant,DEU,Germany,51.6126,14.6169,
WRI1030261,D�llstadt Solar Power Plant,DEU,Germany,49.7912,10.2599,
WRI1030168,D�lzig Solar Power Plant,DEU,Germany,51.3508,12.2001,
WRI1030186,D�rrr�hrsdorf Solar Power Plant,DEU,Germany,51.0277,14.0108,
WRI1005643,EBKW Knapsack,DEU,Germany,50.8577,6.8502,
WRI1005645,EBS-HKW Rostock,DEU,Germany,54.1446,12.1412,
WRI1005644,EBS-Heizkraftwerk,DEU,Germany,52.1688,14.6408,
WRI1005647,EEV,DEU,Germany,53.4852,9.9696,
WRI1005648,EEW Energy from Waste Hannover GmbH,DEU,Germany,52.4118,9.853,
WRI1005650,EEW Großräschen,DEU,Germany,51.5929,14.0241,
WRI1005649,EEW Göppingen,DEU,Germany,48.6823,9.6713,
WRI1005659,EMSLAND,DEU,Germany,52.4716,7.3204,
WRI1005665,ENERTRAG Netz GmbH (UW Bertikow),DEU,Germany,53.2656,13.95,
WRI1005671,EVC / GLOBALFOUNDRIES,DEU,Germany,51.127,13.715,
WRI1005672,EVE,DEU,Germany,52.535,12.3626,
WRI1005673,EZ1,DEU,Germany,51.0489,12.1104,
WRI1030234,Ebern - TUP Solar Power Plant,DEU,Germany,50.0824,10.7686,
WKS0062345,Eberswalde,DEU,Germany,52.859,13.7712,
WRI1030284,Eckendorf Solar Power Plant,DEU,Germany,49.4455,12.2285,
WRI1030041,Ecklak Solar Power Plant,DEU,Germany,53.9246,9.274,
WRI1030185,Eckolst�dt Solar Power Plant,DEU,Germany,51.0435,11.6283,
WKS0072037,Edersleben A,DEU,Germany,51.4047,11.2921,
WKS0073078,Effenricht,DEU,Germany,49.17,11.857,
WRI1030026,Eggebek Solar Power Plant,DEU,Germany,54.6233,9.3457,
WRI1005651,Egger Kraftwerk Briilon 1,DEU,Germany,51.4067,8.6012,
WRI1005652,Egger Kraftwerk Briilon 2,DEU,Germany,51.4085,8.5999,
WKS0061494,Eggersdorf,DEU,Germany,52.479,14.077,
WRI1005653,Egglfing,DEU,Germany,48.3206,13.3161,
WRI1030324,Eging am See Solar Power Plant,DEU,Germany,48.7159,13.2554,
WRI1030374,Egling Solar Power Plant,DEU,Germany,48.1828,11.0063,
WRI1025908,Eiche Solar Power Plant,DEU,Germany,52.5627,13.6031,
WKS0071627,Eichensee,DEU,Germany,49.227,11.756,
WRI1030187,Eisenach Solar Power Plant,DEU,Germany,51.0023,10.3254,
WRI1005654,Eitting,DEU,Germany,48.3586,11.8822,
WRI1005655,Ellgau,DEU,Germany,48.5967,10.8789,
WRI1030019,Ellh�ft Solar Power Plant,DEU,Germany,54.8912,8.958,
WRI1030384,Ellighofen Solar Power Plant,DEU,Germany,48.0038,10.8571,
WRI1030230,Ellscheid Solar Power Plant,DEU,Germany,50.1551,6.9303,
WRI1030141,Elsterheide Solar Power Plant,DEU,Germany,51.4728,14.3054,
WRI1005656,Emden Biomasse,DEU,Germany,53.3422,7.2062,
WRI1005657,Emden Natural Gas,DEU,Germany,53.3422,7.2062,
WKS0068661,Emkendorf,DEU,Germany,54.264,9.79,
WRI1030070,Emlichheim Solar Power Plant,DEU,Germany,52.6223,6.8626,
WRI1005658,Emsland,DEU,Germany,52.4819,7.3067,
WRI1005660,Energieanlage 3,DEU,Germany,53.149,12.3797,
WRI1005661,Energiezentrale,DEU,Germany,51.5744,7.2979,
WRI1005662,Energiezentrale 1992,DEU,Germany,48.3591,11.7903,
WRI1005663,Energiezentrum Mohn Media,DEU,Germany,51.9073,8.4088,
WRI1005664,Enertec Hameln,DEU,Germany,52.0988,9.3882,
WRI1005666,Enkirch,DEU,Germany,49.9767,7.1278,
WRI1030330,Ergoldsbach Solar Power Plant,DEU,Germany,48.6759,12.1962,
WRI1005667,Ering,DEU,Germany,48.2935,13.1585,
WRI1030238,Erlasee Solar Power Plant,DEU,Germany,50.0029,9.9204,
WKS0067735,Ermlitz-Schkopau,DEU,Germany,51.3928,12.1719,
WRI1030263,Ernsthof Solar Power Plant,DEU,Germany,49.7081,9.481,
WRI1005668,Erweiterung Energiezentrale 2003,DEU,Germany,48.3591,11.7903,
WRI1005669,Erzhausen,DEU,Germany,51.8991,9.9245,
WRI1030176,Espenhain Solar Power Plant,DEU,Germany,51.1966,12.4787,
WRI1005670,Ettling,DEU,Germany,48.6961,12.7978,
WRI1005678,FHKW Ludwigshafen,DEU,Germany,49.4851,8.4262,
WRI1005679,FKK,DEU,Germany,51.2791,9.484,
WRI1005684,FS-Karton,DEU,Germany,51.2171,6.6965,
WRI1005674,Faimingen,DEU,Germany,48.5584,10.4118,
WRI1005675,Fankel,DEU,Germany,50.1239,7.2259,
WRI1030339,Fattendorf Solar Power Plant,DEU,Germany,48.595,13.5719,
WRI1005677,Feldkirchen,DEU,Germany,47.9609,12.1561,
WKS0073636,Ferchland A,DEU,Germany,52.4311,12.0125,
WKS0073076,Feuchtwangen,DEU,Germany,49.204,10.245,
WKS0073079,Fichten,DEU,Germany,49.199,11.82,
WKS0068831,Fincken,DEU,Germany,53.351,12.47,
WRI1030063,Finow Solar Power Plant,DEU,Germany,52.8224,13.7012,
WRI1005743,Flensburg power station,DEU,Germany,54.8049,9.4324,
WRI1030109,Forst Solar Power Plant,DEU,Germany,51.721,14.6298,
WRI1005680,Fortuna Nord,DEU,Germany,50.9456,6.6636,
WRI1005681,Franken 1,DEU,Germany,49.4208,11.0077,
WKS0062346,Frankenförde,DEU,Germany,52.1123,13.0681,
WKS0067444,Frauendorf,DEU,Germany,51.703,14.398,
WRI1030383,Frauental Solar Power Plant,DEU,Germany,48.0058,10.2413,
WRI1030198,Freiberg Solar Power Plant,DEU,Germany,50.9085,13.3746,
WRI1030264,Freimersheim Solar Power Plant,DEU,Germany,49.7028,8.0716,
WKS0062340,Freisen,DEU,Germany,49.5233,7.221,
WKS0069860,Friedland A,DEU,Germany,53.672,13.537,
WKS0069424,Friedland G1,DEU,Germany,53.7313,13.5108,
WKS0069425,Friedland G2,DEU,Germany,53.695,13.5,
